model,nn_info_unit,hardware,is_autoregressive,evaluate_all_bits,num_bytes,target_bits,seqlen,step,train_ratio,learning_rate,batch_size,epochs,corr_intensity,autocorrelation_function,distance_scale_p,exponential_decay_rate,gaussian_sigma,p_c_source,min_entropy_th,distillation_mode,entropy_non_iid_nist,entropy_iid_nist,Bitstring MultiMCW_pglobal,Bitstring MultiMCW_plocal,Bitstring MultiMCW_min_entropy,Literal MultiMCW_pglobal,Literal MultiMCW_plocal,Literal MultiMCW_min_entropy,Bitstring Lag_pglobal,Bitstring Lag_plocal,Bitstring Lag_min_entropy,Literal Lag_pglobal,Literal Lag_plocal,Literal Lag_min_entropy,Bitstring MultiMMC_pglobal,Bitstring MultiMMC_plocal,Bitstring MultiMMC_min_entropy,Literal MultiMMC_pglobal,Literal MultiMMC_plocal,Literal MultiMMC_min_entropy,Bitstring LZ78Y_pglobal,Bitstring LZ78Y_plocal,Bitstring LZ78Y_min_entropy,Literal LZ78Y_pglobal,Literal LZ78Y_plocal,Literal LZ78Y_min_entropy, VAD_tau_start, VAD_tau_end, VAD_tau_progression,training_time,teacher_training_time,distillation_training_time,distillation_strategy,total_parameters,trainable_parameters,non_trainable_parameters,total_train_samples,training_data_size,steps_per_epoch,validation_steps,evaluation_time,p_ml,p_g,p_c_pred,p_e,bin_cross-entropy_loss,bytes_processed_eval,min_entropy_estimated,teacher_p_ml,teacher_ce_loss
nanogpt,bit,MX110,False,False,100000,2,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5003375,0.4150374992788438,vad,4.021396,5.531262,0.5395356786547247,0.6362695803479008,0.65229,0.022048278460513042,0.040184325022297476,0.579652875,0.5477606730123029,0.5920791194678714,0.756138,0.012254480408947235,0.017885822760345206,0.72563,0.5857869992938879,0.6362682419031448,0.652293,0.027583565004047392,0.040179379644727134,0.579675125,0.547626646917673,0.6281666297075782,0.670781,0.02757745762145218,0.040180595384485325,0.579669625,0.9,0.05,exp,7.82,2.016018970566802,5.803624964499614,VADStrategy,2396416,2396416,0,799,79900,799,199,0.08,0.2657035175879397,0.25,0.7521984924623115,0.8077749649487986,1.5529122250763017,100000,0.9560553837118495,0.3285175879396985,1.3501296684370567
nanogpt,bit,MX110,False,False,100000,3,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.500575,0.4150374992788438,vad,3.298664,5.51558,0.5402443270097459,0.7402309491970519,0.433953,0.021565064597493255,0.10162561004502398,0.412333,0.5471345889104651,0.7175402635603395,0.478868,0.011797804758150083,0.06900433820410433,0.482146125,0.5837192511671871,0.7402298871457313,0.433955,0.02774742143068754,0.10161660559176365,0.412349,0.5455458961888359,0.7359754492894448,0.44227,0.02775158158970273,0.1016188192168518,0.412345,0.9,0.05,exp,7.49,1.7643234114162625,5.7224302067334065,VADStrategy,2397440,2397440,0,799,79900,799,199,0.07,0.14949748743718594,0.125,0.8291457286432161,0.6596552639955525,2.137497103993018,100000,0.9139356190785684,0.21670854271356785,2.023119469383853
nanogpt,bit,MX110,False,False,100000,4,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5059374999999999,0.4150374992788438,vad,3.929707,5.50074,0.5401255942438314,0.6281676527126956,0.670778,0.021904358764419807,-,0.68907975,0.5469296427194481,0.6197186350477603,0.690315,0.012109211234683547,0.017885822760345206,0.72563,0.5833531758601977,0.6281662961322011,0.670782,0.02748114827723337,-,0.64817675,0.5474916800690162,0.6197189956787876,0.690314,0.027454537930591112,-,0.6483515,0.9,0.05,exp,7.48,1.7341653309830387,5.747459943217109,VADStrategy,2399488,2399488,0,799,79900,799,199,0.08,0.08040201005025126,0.0625,0.8770414572864321,0.5378057329848994,2.811883033819534,100000,0.9091561551359122,0.12374371859296482,2.7040234378833867
nanogpt,bit,MX110,False,False,100000,5,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.50535,0.4150374992788438,vad,3.490576,5.539513,0.5400643531009469,0.6586928083098996,0.602322,0.021112549847937936,0.040184325022297476,0.579652875,0.5470371145331077,0.6722403612610414,0.572951,0.012181850035690086,0.04017929860321156,0.5796755,0.5831607673556809,0.7073739189606367,0.499455,0.02710216267001121,0.06900445465729863,0.482145875,0.5461182613699588,0.7020257156594447,0.510404,0.027116471421595588,0.06900620161884354,0.48214125,0.9,0.05,exp,7.38,1.7392441361667201,5.643585572916588,VADStrategy,2403584,2403584,0,799,79900,799,199,0.08,0.0571608040201005,0.03125,0.900251256281407,0.46819862366095544,3.513147140867147,100000,0.8257659960689905,0.10050251256281408,3.374843324249114
nanogpt,bit,MX110,False,False,100000,6,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5069375,0.4150374992788438,vad,3.798983,5.498058,0.5416016241708242,0.684807077039939,0.54623,0.021873517037679303,0.040184325022297476,0.579652875,0.5471595823316255,0.6109039103681233,0.710983,0.011860098854750516,0.017885822760345206,0.72563,0.5841652872278454,0.6848058576949586,0.546233,0.028412959507377454,0.040179379644727134,0.579675125,0.546654383354573,0.6848061575250797,0.546232,0.028396741285980555,0.040180595384485325,0.579669625,0.9,0.05,exp,7.27,1.6741908640329106,5.5926708026663015,VADStrategy,2411776,2411776,0,799,79900,799,199,0.07,0.038944723618090454,0.015625,0.8432788944723618,0.6264073724825012,4.197404159373375,100000,0.7804047183594623,0.07097989949748744,4.040135309324792
nanogpt,bit,MX110,False,False,100000,1,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5009375,0.4150374992788438,vad,3.857018,5.531262,0.5416978593821681,0.6586928083098996,0.602322,0.021647324871754133,0.06901156088204523,0.48212725,0.5473145414614513,0.6281662738939958,0.670782,0.011922386499247463,0.04017929860321156,0.5796755,0.5833981544395834,0.6586915226800922,0.602325,0.027399211295235468,0.06900445465729863,0.482145875,0.5466518839552715,0.6515133831095973,0.618133,0.02741356309891965,0.06900620161884354,0.48214125,0.9,0.05,exp,7.33,1.7390234482668652,5.5932603545836175,VADStrategy,2395904,2395904,0,799,79900,799,199,0.07,0.5426633165829146,0.5,0.5042022613065327,0.99994904629642,0.8562820931175845,100000,0.8818707074391108,0.5753140703517587,0.6756838515176246
nanogpt,bit,MX110,False,False,100000,2,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.500675,0.4150374992788438,vad,3.685799,5.528522,0.5390957402883255,0.6586928083098996,0.602322,0.02152393273087005,0.06901156088204523,0.48212725,0.5459548952858176,0.6440443284755191,0.634768,0.011465458406760257,0.04017929860321156,0.5796755,0.5819126054919228,0.6964879382184586,0.52183,0.02692801079101897,0.06900445465729863,0.482145875,0.5458570731290946,0.7020257156594387,0.510404,0.02691155563413151,0.06900620161884354,0.48214125,0.9,0.05,exp,7.28,1.688434056233382,5.587443779383708,VADStrategy,2396416,2396416,0,799,79900,799,199,0.07,0.24183417085427136,0.25,0.7481155778894473,0.8142512240834838,1.6111735315179105,100000,1.0239549924806925,0.3435929648241206,1.3517762129031234
nanogpt,bit,MX110,False,False,100000,3,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5029375,0.4150374992788438,vad,4.067898,5.544348,0.5395356786547247,0.6362695803479008,0.65229,0.020845087284455957,0.040184325022297476,0.579652875,0.5456012355519919,0.5820173050339855,0.780866,0.011828952616228475,0.017885822760345206,0.72563,0.5816402325917757,0.6362682419031448,0.652293,0.02711240643710627,0.040179379644727134,0.579675125,0.5461007655193675,0.6281666297075782,0.670781,0.027116471421595588,0.040180595384485325,0.579669625,0.9,0.05,exp,7.24,1.6656216806334365,5.571124160500282,VADStrategy,2397440,2397440,0,799,79900,799,199,0.07,0.12311557788944724,0.125,0.6409128978224455,0.9419228054355921,2.176472487761148,100000,1.0073049254761468,0.1978643216080402,2.0238801768077677
nanogpt,bit,MX110,False,False,100000,4,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5022875,0.4150374992788438,vad,3.695696,5.498728,0.5407829977917322,0.6964891262733865,0.521827,0.021739862195172186,0.06901156088204523,0.48212725,0.5463935323168415,0.6907515728670719,0.533761,0.012430833840073947,0.04017929860321156,0.5796755,0.582895892946881,0.6964879382184586,0.52183,0.027757662037059393,0.06900445465729863,0.482145875,0.5474879309883689,0.6907518885414666,0.53376,0.02774133939918572,0.06900620161884354,0.48214125,0.9,0.05,exp,7.23,1.6522620126828163,5.5749783180333905,VADStrategy,2399488,2399488,0,799,79900,799,199,0.07,0.10427135678391959,0.0625,0.8726444723618091,0.5501408470401823,2.894317519125627,100000,0.8153962972991811,0.1551507537688442,2.691267774332708
nanogpt,bit,MX110,False,False,100000,5,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5024375,0.4150374992788438,vad,3.639925,5.498058,0.5405630303444765,0.6655969474388728,0.587279,0.021780988039563885,0.040184325022297476,0.579652875,0.5478618959755742,0.6515130413614965,0.618134,0.011777038616426991,0.04017929860321156,0.5796755,0.5845788378012116,0.665595678837938,0.587282,0.028627936179398437,0.06900445465729863,0.482145875,0.5476753849202226,0.658691838809176,0.602324,0.028652704256941663,0.06900620161884354,0.48214125,0.9,0.05,exp,7.24,1.6558264060673538,5.585642621083147,VADStrategy,2403584,2403584,0,799,79900,799,199,0.07,0.04836683417085427,0.03125,0.8988693467336684,0.47256946762134044,3.5232515862239664,100000,0.8739676159697496,0.0885678391959799,3.385866837285871
nanogpt,bit,MX110,False,False,100000,6,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5028875,0.4150374992788438,vad,3.91503,5.565259,0.5399631176944817,0.6017004691144014,0.732883,0.02131825596906047,0.040184325022297476,0.579652875,0.546925893701476,0.6109039103681233,0.710983,0.0110393557973774,0.017885822760345206,0.72563,0.5824810887813007,0.6109039332117927,0.710983,0.026579662174177027,0.040179379644727134,0.579675125,0.5475016776170075,0.6109042758699886,0.710982,0.026614390989184347,0.040180595384485325,0.579669625,0.9,0.05,exp,7.24,1.6682350374496309,5.57147670838361,VADStrategy,2411776,2411776,0,799,79900,799,199,0.07,0.01193467336683417,0.015625,0.666352596314908,0.9186095842641535,4.221975681170746,100000,1.064782851183344,0.06407035175879397,4.0441451480041195
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.502525,0.4150374992788438,rad,3.798983,5.498058,0.5399843646365818,0.6362695803479008,0.65229,0.021081691370889524,0.06901156088204523,0.48212725,0.5469571355154044,0.6440443284755191,0.634768,0.012212978365985325,0.04017929860321156,0.5796755,0.5839066614223348,0.6440443501233486,0.634768,0.026948500018168443,0.040179379644727134,0.579675125,0.5468743303503651,0.6655959907797356,0.587281,0.026952540436562145,0.040180595384485325,0.579669625,-,-,-,13.38,1.9921918174339226,11.386781802732731,RADStrategy,2428160,2428160,0,799,79900,799,199,0.08,0.015703517587939697,0.0078125,0.8571428571428572,0.5916727785823273,11.626235084917077,100000,0.8561097758241321,0.04082914572864322,4.723758577701434
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.50155,0.4150374992788438,rad,3.952753,5.553372,0.5393981980360735,0.6109053267302005,0.710979,0.021256547234957412,0.040184325022297476,0.579652875,0.5464085284348145,-,0.871948,0.011745888044429512,0.017885822760345206,0.72563,0.5828021872768758,0.6109039332117927,0.710983,0.026846051817194936,0.040179379644727134,0.579675125,0.5460082874222983,0.6016994041241702,0.732885,0.02682958354872606,0.040180595384485325,0.579669625,-,-,-,13.04,1.8029693752837679,11.235822850499728,RADStrategy,2428160,2428160,0,799,79900,799,199,0.09,0.02701005025125628,0.0078125,1.0,0.0,11.95290285618461,100000,0.7443371236916502,0.03768844221105527,4.728523999602351
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.504625,0.4150374992788438,rad,4.092593,5.511517,0.5399818649964709,0.6197200325349965,0.690311,0.021246262188240297,0.040184325022297476,0.579652875,0.5468146727976642,0.5920791194678714,0.756138,0.011579723845027685,0.017885822760345206,0.72563,0.5827959402303349,0.6197186575869565,0.690315,0.026118518854996504,-,0.657347875,0.5470467885928132,0.6197189956787876,0.690314,0.026132685218078475,-,0.657250125,-,-,-,13.30,1.940857065183809,11.356797790050042,RADStrategy,2428160,2428160,0,799,79900,799,199,0.11,0.01193467336683417,0.0078125,0.8571428571428571,0.5916727785823275,11.148419418526654,100000,0.912671015300009,0.03077889447236181,4.72041556583577
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5044625,0.4150374992788438,vad,3.840482,5.51558,0.5400493552667122,0.6655969474388728,0.587279,0.02209967503141597,0.040184325022297476,0.579652875,0.5473207898105211,0.6586915016050228,0.602325,0.01147584711268963,0.017885822760345206,0.72563,0.5836617786466634,0.665595678837938,0.587282,0.02728654269090466,0.040179379644727134,0.579675125,0.548408952667963,0.658691838809176,0.602324,0.027300878162446793,0.040180595384485325,0.579669625,0.9,0.05,exp,8.05,1.8931157247008135,6.156368283366707,VADStrategy,2428160,2428160,0,799,79900,799,199,0.11,0.025753768844221106,0.0078125,0.9258793969849246,0.381116107710213,4.875188046364329,100000,0.7541532308465093,0.048994974874371856,4.71147102327203
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5029875,0.4150374992788438,vad,3.937246,5.488712,0.5401143458722835,0.6440456706866828,0.634765,0.022562166688221637,0.040184325022297476,0.579652875,0.5464235245514756,0.6109039103681233,0.710983,0.011704351400487546,0.017885822760345206,0.72563,0.5832307341103176,0.6440443501233486,0.634768,0.027614289050737314,0.040179379644727134,0.579675125,0.5468543351805933,0.6362685710191811,0.652292,0.02759794353832776,0.040180595384485325,0.579669625,0.9,0.05,exp,8.33,2.0280170855665345,6.2985934628173705,VADStrategy,2428160,2428160,0,799,79900,799,199,0.09,0.02135678391959799,0.0078125,0.8059045226130653,0.7099606918360393,4.883091353890884,100000,0.7927373970419014,0.052135678391959796,4.726355797082335
nanogpt,bit,MX110,False,False,100000,7,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5018125,0.4150374992788438,vad,3.808945,5.507466,0.5394406920572061,0.6440456706866828,0.634765,0.02205855791401477,0.06901156088204523,0.48212725,0.5485267169142091,0.665595658042066,0.587282,0.011299213252756606,0.04017929860321156,0.5796755,0.5842102655877681,0.6722403817826733,0.572951,0.027778143101982882,0.040179379644727134,0.579675125,0.5471217703832221,0.6655959907797356,0.587281,0.027782307865458357,0.040180595384485325,0.579669625,0.9,0.05,exp,7.83,1.9301425971168404,5.897164820966039,VADStrategy,2428160,2428160,0,799,79900,799,199,0.07,0.02512562814070352,0.0078125,0.9303661162957645,0.36455588902578645,4.880801267959365,100000,0.7592423608080409,0.04836683417085427,4.717835891186891
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.504,0.4150374992788438,rad,3.738247,5.553634,0.5386533618691939,0.6609713028751295,0.59734,0.021200506211829014,0.061395407216182245,0.503215625,0.5472685367990686,0.6675155314857363,0.583127,0.011605948376037473,0.03493987713768878,0.60487275,0.5845833404296941,0.6609706889795232,0.597342,0.02965179213189669,0.06139225137643142,0.503225,0.5475033373659953,0.6675156904517666,0.583126,0.029648933396398538,0.061393027298127324,0.503222625,-,-,-,25.86,3.7054995019667936,22.15268824408413,RADStrategy,2460928,2460928,0,1599,159900,1599,399,0.15,0.021303258145363407,0.00390625,1.0,0.0,13.802562935908037,200000,0.6940977618715009,0.03352130325814536,5.390908247247376
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.505875,0.4150374992788438,rad,3.941623,5.558824,0.5397588579199352,0.6321668326203201,0.661623,0.021985659083949522,0.03494205967086278,0.6048615,0.5465036798482006,0.5890128054641931,0.763629,0.011600813349515987,0.01502913332591107,0.75701175,0.5849550872084658,0.6321661861215397,0.661624,0.02995665982576306,0.0349399123333886,0.6048725,0.5461248309883698,0.6242322306618816,0.679845,0.029948743110603814,0.03494044029413421,0.60486975,-,-,-,25.34,3.633291886749794,21.705096448033387,RADStrategy,2460928,2460928,0,1599,159900,1599,399,0.28,0.023182957393483708,0.00390625,1.0,0.0,13.80793912070138,200000,0.6788489463241745,0.03571428571428571,5.3856553374077745
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5006,0.4150374992788438,rad,3.713565,5.552943,0.5401700586739321,0.6397913108643208,0.644327,0.02185821910849814,0.03494205967086278,0.6048615,0.546704267566373,0.5792274594065283,0.787798,0.011672700843533683,0.01502913332591107,0.75701175,0.5845296089138948,0.6321661861215453,0.661624,0.030175131435915086,0.0349399123333886,0.6048725,0.5463691633794522,0.6471226893460224,0.627889,0.030167231747545646,0.03494044029413421,0.60486975,-,-,-,25.46,3.7606585493000844,21.69702910880054,RADStrategy,2460928,2460928,0,1599,159900,1599,399,0.14,0.020050125313283207,0.00390625,1.0,0.0,14.550323541301832,200000,0.7050306170277932,0.03070175438596491,5.382800356786054
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5013125,0.4150374992788438,vad,3.921043,5.561948,0.5399294625724641,0.6799118331555999,0.55658,0.021006721256337645,0.03494205967086278,0.6048615,0.5466417791984508,0.6541776051767284,0.612246,0.011657296901067232,0.03493987713768878,0.60487275,0.5849569615604827,0.6738250478327338,0.569554,0.029799148303056966,0.0349399123333886,0.6048725,0.5460748396759624,0.6738251949722042,0.569554,0.029791219307702333,0.03494044029413421,0.60486975,0.9,0.05,exp,15.24,3.529825914016692,11.71348825606595,VADStrategy,2460928,2460928,0,1599,159900,1599,399,0.14,0.0037593984962406013,0.00390625,0.5146851503759399,0.9993776656310673,5.581213222111676,200000,1.0069103044376486,0.03226817042606516,5.38689384842875
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5045999999999999,0.4150374992788438,vad,3.84512,5.575563,0.5398888424279539,0.673825646209022,0.569553,0.021164810375754028,0.03494205967086278,0.6048615,0.5459131636395798,0.6675155314857457,0.583127,0.011431339547360074,0.01502913332591107,0.75701175,0.5849557119924731,0.6471225344432331,0.627889,0.029387550944042967,0.0349399123333886,0.6048725,0.5468915714508112,0.6675156904517666,0.583126,0.0293846719981997,0.03494044029413421,0.60486975,0.9,0.05,exp,15.23,3.512215226216358,11.720078173832736,VADStrategy,2460928,2460928,0,1599,159900,1599,399,0.14,0.013157894736842105,0.00390625,0.9385181704260651,0.3332993584826016,5.581721767148278,200000,0.7809909391804482,0.03038847117794486,5.392471455691154
nanogpt,bit,MX110,False,False,200000,8,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5002125,0.4150374992788438,vad,3.738247,5.529657,0.5383665195068572,0.6471231643911943,0.627888,0.02174606562769876,0.03494205967086278,0.6048615,0.5460225186015397,0.6159700477030284,0.699068,0.011405658635841082,0.01502913332591107,0.75701175,0.584594586559354,0.6609706889795232,0.597342,0.030739028942593463,0.0349399123333886,0.6048725,0.5459411128646091,0.6609708399352228,0.597341,0.030731173170256094,0.03494044029413421,0.60486975,0.9,0.05,exp,15.22,3.4998794800504887,11.716731509299523,VADStrategy,2460928,2460928,0,1599,159900,1599,399,0.14,0.012531328320802004,0.00390625,0.9365601503759399,0.34095113225114027,5.582981493240013,200000,0.7897896051668729,0.02976190476190476,5.394849523864593
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5011,0.4150374992788438,rad,3.552607,5.577228,0.5393977604937554,0.6531293311409305,0.614559,0.021231448494137602,0.029054591699122407,0.63813625,0.5462046645637616,0.6246581982307321,0.678861,0.011526424550970239,0.029053866763945738,0.63814075,0.5857718462008331,0.6531290946478062,0.61456,0.03232622755697396,0.05261566426419269,0.5310455,0.5461041095116378,0.6464020437129459,0.629496,0.03232113842082316,0.05261592980867863,0.531044625,-,-,-,62.98,9.222979041185075,53.761435280749964,RADStrategy,2526464,2526464,0,3999,399900,3999,999,0.41,0.014014014014014014,0.001953125,1.0,0.0,16.892208236831802,500000,0.6841095495260905,0.02414914914914915,6.055387693601805
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5018875,0.4150374992788438,rad,3.651395,5.589975,0.5388820536678511,0.6531293311409305,0.614559,0.020644210043179553,0.05261674420333531,0.53104175,0.5456077343085499,0.6087111215815174,0.71617,0.011241642832598509,0.029053866763945738,0.63814075,0.5854324214314414,0.6531290946478062,0.61456,0.03214851015761833,0.05261566426419269,0.5310455,0.5460238685989598,0.6464020437129459,0.629496,0.032141395903883895,0.05261592980867863,0.531044625,-,-,-,61.62,8.979743921733462,52.63603572905025,RADStrategy,2526464,2526464,0,3999,399900,3999,999,0.38,0.014764764764764765,0.001953125,1.0,0.0,15.984497236417937,500000,0.6757442020478419,0.024274274274274275,6.0560235643052724
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5071875,0.4150374992788438,rad,3.598271,5.573745,0.5388888031072646,0.6596181032644791,0.600297,0.021103885175955153,0.05261674420333531,0.53104175,0.5461356726722232,0.6002517786037027,0.73636,0.011251814697584466,0.029053866763945738,0.63814075,0.5856993622923317,0.6596178696635213,0.600298,0.03240902591405437,0.05261566426419269,0.5310455,0.54612835676232,0.6531291528011475,0.61456,0.03241201742191315,0.05261592980867863,0.531044625,-,-,-,67.33,9.028010479149332,58.29918644488401,RADStrategy,2526464,2526464,0,3999,399900,3999,999,0.42,0.015015015015015015,0.001953125,1.0,0.0,13.109403964396831,500000,0.6730500302426555,0.026401401401401403,6.051166915798092
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5008874999999999,0.4150374992788438,vad,3.882177,5.569855,0.539220025451511,0.6464022242672391,0.629496,0.02077989203214595,0.029054591699122407,0.63813625,0.5463871430576094,0.6002517786037027,0.73636,0.011335220920979966,0.029053866763945738,0.63814075,0.5857960908153461,0.6658802887282387,0.586665,0.03221515480013055,0.05261566426419269,0.5310455,0.5461038595399733,0.6596179271056829,0.600297,0.03221612097605257,0.05261592980867863,0.531044625,0.9,0.05,exp,38.44,9.015858004166512,29.423337515299984,VADStrategy,2526464,2526464,0,3999,399900,3999,999,0.38,0.013888888888888888,0.001953125,0.7441747302858414,0.8203810758920972,6.267234445214868,500000,0.6855472223824791,0.025025025025025027,6.048790953658126
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5007875,0.4150374992788438,vad,4.016976,5.567637,0.5391180339977819,0.624658450798219,0.678861,0.020883168430172287,0.029054591699122407,0.63813625,0.5460741798888641,0.6246581982307321,0.678861,0.011245711588397028,0.029053866763945738,0.63814075,0.5859035669224736,0.6394237442545322,0.645156,0.0321929400018269,0.05261566426419269,0.5310455,0.5457421503706741,0.6321807545817208,0.661591,0.03219592510269608,0.05261592980867863,0.531044625,0.9,0.05,exp,38.10,8.829085737466812,29.267112443815375,VADStrategy,2526464,2526464,0,3999,399900,3999,999,0.37,0.0017517517517517517,0.001953125,0.5266655544433323,0.9979473645399404,6.281271545975296,500000,1.0174428828594237,0.02177177177177177,6.055390169431974
nanogpt,bit,MX110,False,False,500000,9,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.500375,0.4150374992788438,vad,3.804103,5.575555,0.5392280247800717,0.6719278019016489,0.573622,0.021033014485973566,0.05261674420333531,0.53104175,0.5459584434446494,0.6321806902062798,0.661591,0.011028014608876688,0.029053866763945738,0.63814075,0.5854546665105104,0.67192757394517,0.573622,0.0321020604214442,0.05261566426419269,0.5310455,0.545759148459527,0.6658803454706144,0.586665,0.03210504282792555,0.05261592980867863,0.531044625,0.9,0.05,exp,37.94,8.761189424417292,29.180255370001152,VADStrategy,2526464,2526464,0,3999,399900,3999,999,0.37,0.011886886886886886,0.001953125,0.9365337559782004,0.34105363727000737,6.275018692016602,500000,0.7104983621623856,0.02464964964964965,6.055670731537813
nanogpt,bit,MX110,False,False,600000,10,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.50295,0.4150374992788438,rad,3.95238,5.585452,0.5391919181377742,0.6503088090621278,0.620803,0.020833511282519777,0.028008059458735128,0.64475175,0.5456828592800851,0.5695073173287096,0.812214,0.011265614882936056,0.028007477241575308,0.6447555,0.5859782061928117,0.6503086129442451,0.620804,0.03245590637760188,0.05102660943201165,0.53657575,0.5459954782815485,0.6435466612845898,0.635883,0.0324516731024666,0.051026823971061064,0.536575,-,-,-,75.38,10.710547866782871,64.66663994245076,RADStrategy,2657536,2657536,0,4799,479900,4799,1199,0.48,0.011572143452877397,0.0009765625,1.0,0.0,18.57125172841738,600000,0.6433200077064118,0.01751459549624687,6.726448583642675
nanogpt,bit,MX110,False,False,600000,10,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5023124999999999,0.4150374992788438,rad,3.632181,5.578115,0.5393085756969093,0.6631281781637882,0.59264,0.02110320734553733,0.05102748192998225,0.53657275,0.546370077347553,0.6862579981747511,0.543177,0.01133501597635242,0.028007477241575308,0.6447555,0.5864351963052853,0.6967222488621954,0.521344,0.03282749481827266,0.05102660943201165,0.53657575,0.5462823234406047,0.6915747393871179,0.532043,0.0328333594557526,0.051026823971061064,0.536575,-,-,-,73.69,10.884423393482574,62.81048169236747,RADStrategy,2657536,2657536,0,4799,479900,4799,1199,0.45,0.0036488740617180984,0.0009765625,0.9,0.4689955935892811,16.61903707617218,600000,0.8098332926469258,0.017827356130108423,6.723837401093395
nanogpt,bit,MX110,False,False,600000,10,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5041249999999999,0.4150374992788438,rad,3.899537,5.56643,0.5392598295064843,0.6365331734115541,0.651692,0.021374568225632433,0.028008059458735128,0.64475175,0.546403198771925,0.6292540368597174,0.668286,0.011302854921979608,0.011409166020537893,0.806707875,0.5858971810007566,0.6365329724261534,0.651693,0.03295863877586284,-,0.6154,0.5464956344558032,0.6292540902284776,0.668285,0.03295946251907625,-,0.615395375,-,-,-,73.24,10.60841664155014,62.62730795494863,RADStrategy,2657536,2657536,0,4799,479900,4799,1199,0.45,0.0047956630525437865,0.0009765625,0.9,0.4689955935892812,16.528314588863317,600000,0.7704053987357211,0.019286905754795663,6.7250711939750465
nanogpt,bit,MX110,False,False,600000,10,100,100,0.8,0.0005,,1,0.500,constant,10,-,-,0.5033000000000001,0.4150374992788438,vad,3.20823,5.56839,0.5393823199229875,0.7244578724919281,0.465026,0.02110320734553733,0.10819981947916141,0.40102875,0.5459463728581126,0.701708369733052,0.511057,0.011186053275450374,0.07838118937252164,0.459168625,0.5856084895682829,0.7244577062164027,0.465027,0.03255679216052531,0.07838120826448645,0.4591685,0.545999019581003,0.7201777662376244,0.473575,0.03255760586186721,0.07838149164807047,0.459167875,0.9,0.05,exp,45.55,10.673828326284031,34.87586563293395,VADStrategy,2657536,2657536,0,4799,479900,4799,1199,0.45,0.006880733944954129,0.0009765625,0.8393452877397831,0.6358735360954226,6.975877650486021,600000,0.718322182405577,0.020016680567139282,6.719670199075274
